Text_Clean,Latitude,Longitude,Country,coordinates,city
 road   a south of m   queue   lanes restricted eastbound indefinitely ,55.85309590000001,-4.46992315,GB,"[55.85309590000001, -4.46992315]",Renfrewshire
 road   m j baillieston north   south   queue   lanes restricted southbound indefinitely ,55.85153797,-4.09049961,GB,"[55.85153797, -4.09049961]",Glasgow City
happy birthday to queen elizabeth    today and englands longest serving monarch     have a  ,51.51464910000001,-0.0806256,GB,"[51.51464910000001, -0.0806256]",Greater London
 road   m j between slips   queue   lanes restricted southbound indefinitely ,55.89099046,-4.17710997,GB,"[55.89099046, -4.17710997]",Glasgow City
 road   m ja polmadie rd north   slip on   queue   lane restricted northbound indefinitely ,55.83797532,-4.24258121,GB,"[55.83797532, -4.24258121]",Glasgow City
 well done on the run good luck with the move  ,51.50343779999999,-3.563212,GB,"[51.50343779999999, -3.563212]",Bridgend County Borough
 will martinez be on the floor or the tills then ,58.59459459,-3.52690954,GB,"[58.59459459, -3.52690954]",Highland Council
i really wanna make a huge change to my hair but i cant decide on anything  at oxford circus ,51.5153,-0.142,GB,"[51.5153, -0.142]",Greater London
   at london united kingdom ,51.51330224,-0.13134784,GB,"[51.51330224, -0.13134784]",Greater London
just arrived in windsor to celebrate the queens th birthday  happy birthday your majesty  ,51.48278469,-0.6063288,GB,"[51.48278469, -0.6063288]",Windsor and Maidenhead
optimizing for competitors branded keywords   ,54.0633,-2.88424,GB,"[54.0633, -2.88424]",Lancashire
"my new slogan for training

at every level is another devil

 fitness  zacsmithfitness  upnutrition",55.8322775,-4.517925599999999,GB,"[55.8322775, -4.517925599999999]",Renfrewshire
standard chartered bank  data analyst intelligence and analytics shared investigative     cityoflondon   legal,51.5073509,-0.12775830000000002,GB,"[51.5073509, -0.12775830000000002]",Greater London
 sales  job alert  residential sales consultant   swansea   is amp s   uk  amp  ireland    swansea   jobs  hiring,51.62144,-3.943646,GB,"[51.62144, -3.943646]",Swansea
this  recruiting  job might be a great fit for you  recruiter     runcorn  hiring  careerarc,53.342078,-2.729673,GB,"[53.342078, -2.729673]",Borough of Halton
see our latest  powys gb wls  job and click to apply  process engineer     engineering  hiring  careerarc,52.64642489999999,-3.3260904000000004,GB,"[52.64642489999999, -3.3260904000000004]",Powys
so begins the pilgrimage   brightonseo at fairfield railway station frf    ,53.47134315,-2.14578995,GB,"[53.47134315, -2.14578995]",Greater Manchester
join the thermo fisher scientific team see our latest  manufacturing  job opening here    warrington  hiring,52.176793,-0.689833,GB,"[52.176793, -0.689833]",Milton Keynes
drinking an us ipa by  at stourbridge town hall theatre   ,52.4571,-2.14767,GB,"[52.4571, -2.14767]",West Midlands
im at washford industrial estate in redditch ,52.28591555,-1.89387053,GB,"[52.28591555, -1.89387053]",Worcestershire
 poor jezza must have whistled up her wheatfield  it explains a lot  ,53.07414811,-2.49004305,GB,"[53.07414811, -2.49004305]",Cheshire East
father and son by cat stevens is  nowplaying in golden pheasant derby ,52.88029116,-1.44522738,GB,"[52.88029116, -1.44522738]",Derby
oh my gosh by basement jaxx is  nowplaying in fitless hemel hempstead hemel hempstead   download it now at ,51.75011461,-0.4731141,GB,"[51.75011461, -0.4731141]",Hertfordshire
its going to be another lovely sunny day in the studio today   i have so much to do today      ,53.7997,-1.5492,GB,"[53.7997, -1.5492]",West Yorkshire
 beatriceandthelondonbus was presented  a  kids  london drawing comp    booktour  kidart ,51.493053,-0.1109281,GB,"[51.493053, -0.1109281]",Greater London
find of the day recently discovered  whilst researching and im literally  ,51.50925247,-0.19619598,GB,"[51.50925247, -0.19619598]",Greater London
big shout out to the queen on her birthday  you party hard girllll     ,50.78485982,-3.28369321,GB,"[50.78485982, -3.28369321]",Devon
interested in a  job near  guildford this could be a great fit    hiring,51.23622,-0.570409,GB,"[51.23622, -0.570409]",Surrey
bakers mucking about with spare dough  granary bloomer and wholemeal bloomer  also known as how  ,51.4659859,-0.056916199999999986,GB,"[51.4659859, -0.056916199999999986]",Greater London
 utilities  job in  birmingham west midlands  geospatial data technologist at chm   jobs  hiring  careerarc,52.486243,-1.890401,GB,"[52.486243, -1.890401]",West Midlands
health and safety advisor   thermo fisher scientific   horsham   security  job  jobs  hiring  careerarc,51.062883,-0.325858,GB,"[51.062883, -0.325858]",West Sussex
want to work in  london view our latest opening    marketing  job  jobs  hiring  careerarc,51.5073509,-0.12775830000000002,GB,"[51.5073509, -0.12775830000000002]",Greater London
" sml expecting plenty of newsflow ahead of june agm

wild card is mystery cobre stockpile analysis     

",51.47747748,-0.26036669,GB,"[51.47747748, -0.26036669]",Greater London
were  hiring read about our latest  job opening here  senior pc software development engineer     webdesign,52.7063657,-2.7417849,GB,"[52.7063657, -2.7417849]",Shropshire
want to work at resourcing solutions were  hiring in  birmingham uk click for details    insurance  job  jobs,52.48296139999999,-1.893592,GB,"[52.48296139999999, -1.893592]",West Midlands
tranquillity    visit   ,53.910863,-3.028648,GB,"[53.910863, -3.028648]",Lancashire
 careerarc  accounting  job alert  logistics tooling summer intern   at amp t    havant   jobs  hiring,50.8518324,-0.9847132,GB,"[50.8518324, -0.9847132]",Hampshire
its thursday time for the link  up show on soulbeat radio  and a chance to win   hear an  ,51.19,0.73,GB,"[51.19, 0.73]",Kent
"like now    

   newclothes  pretty  streetstyle  shopping  retail  want  ",53.2300072,-1.4512774,GB,"[53.2300072, -1.4512774]",Derbyshire
a massive thank you to richard and the rest of his team for a brilliant tour of intu trafford  ,53.46599239,-2.34888433,GB,"[53.46599239, -2.34888433]",Greater Manchester
right  thats the bunting up  just the cakes now for the street party    humming rule brittania as he slips into a coma ,56.14435841,-3.3912641000000003,GB,"[56.14435841, -3.3912641000000003]",Perth and Kinross
and the fun begins     eurovision  escstockholm at london canary wharf ,51.50463988,-0.01955487,GB,"[51.50463988, -0.01955487]",Greater London
porridge in our new home with a very old aga  all moved in   still lots to do  been  months of  ,52.3833,-2.31667,GB,"[52.3833, -2.31667]",Worcestershire
im at resurgam in cannock staffordshire ,52.70698745,-2.01268405,GB,"[52.70698745, -2.01268405]",Staffordshire
drinking a rye showcase by  at stourbridge town hall theatre   ,52.4571,-2.14767,GB,"[52.4571, -2.14767]",West Midlands
"   game day   
huge  ncel clash for the ambers tonight   ",53.39323914,-1.52601225,GB,"[53.39323914, -1.52601225]",South Yorkshire
happy th birthday to her majesty the queen   i hope you have a wonderful day with your family xx ,51.5466722,-1.7398447,GB,"[51.5466722, -1.7398447]",Swindon
happy thursday flower boxes  comingsoon  flowerstagram  atelieremmanuel  london  love  ,51.46211808,-0.12494444,GB,"[51.46211808, -0.12494444]",Greater London
when london smiles at you    good morning at tower bridge ,51.50514919,-0.07558474,GB,"[51.50514919, -0.07558474]",Greater London
interested in a  it  job near  edinburgh this could be a great fit    hiring  careerarc,55.953252,-3.188267,GB,"[55.953252, -3.188267]",Edinburgh
see our latest  leeds  job and click to apply  security installation engineer   leeds     skilledtrade  hiring,51.249049600000006,0.6122835999999999,GB,"[51.249049600000006, 0.6122835999999999]",Kent
qualified person   thermo fisher scientific   horsham   generalscience  job  jobs  hiring  careerarc,51.062883,-0.325858,GB,"[51.062883, -0.325858]",West Sussex
if youre a  businessmgmt professional in   check out this  job    hiring  careerarc,55.378051,-3.435973,GB,"[55.378051, -3.435973]",Dumfries and Galloway
were  hiring read about our latest  job opening here  risk manager   bristol     bristol avon  legal  careerarc,51.5238981,-2.5572734,GB,"[51.5238981, -2.5572734]",South Gloucestershire
this  finance  job might be a great fit for you  financial systems analyst     basingstoke  hiring  careerarc,51.26654,-1.0923964,GB,"[51.26654, -1.0923964]",Hampshire
all you good friends by kevin simm is  nowplaying in trafalgar hednesford ,55.74326998,-2.86999989,GB,"[55.74326998, -2.86999989]",Scottish Borders
im at   fitness ,52.62644445,1.30548302,GB,"[52.62644445, 1.30548302]",Norfolk
this  purchasing  job might be a great fit for you  regional category sourcing manager professional services   ,51.5073509,-0.12775830000000002,GB,"[51.5073509, -0.12775830000000002]",Greater London
when you stumble across something you hid  chocolate  hobnobs  cheeky  breakfast at dynamic  ,52.64467,1.26338,GB,"[52.64467, 1.26338]",Norfolk
interested in a  pharmaceutical  job near  doncaster england this could be a great fit    hiring,53.52282,-1.128462,GB,"[53.52282, -1.128462]",South Yorkshire
"unique thing is that essex has  actual squares which represents the logo 

 square  university  ",51.87610387,0.94623625,GB,"[51.87610387, 0.94623625]",Essex
"green  amp  pink   my breakfast today
green  spinach orange  amp  kiwi smoothie        pink  my  ",51.5761,0.4886,GB,"[51.5761, 0.4886]",Essex
doing a calendar shoot today  this is june       model  pinup  calendarshoot  mansbestfriend  ,51.44211744,-0.13215099,GB,"[51.44211744, -0.13215099]",Greater London
moooovelous nearly the weekend  sqcountry  thisisqueensland at jollity farm ,52.00395235,0.56890374,GB,"[52.00395235, 0.56890374]",Essex
here are the colours that the fab lip gloss comes in  i love them all   thursday  forever  ,55.886147,-4.356627,GB,"[55.886147, -4.356627]",Glasgow City
   i hope not to disappoint ,52.46327687,-0.23109228,GB,"[52.46327687, -0.23109228]",Cambridgeshire
gavins super clean  evoix  mrfq  hks having its new  act organic clutch light fly wheel  ,52.45253542,-1.73347082,GB,"[52.45253542, -1.73347082]",West Midlands
may   i will be at  i still have some space  i would love to do a big piece on  ,53.40529638,-2.97741594,GB,"[53.40529638, -2.97741594]",Merseyside
joyeux anniversaire  happy th birthday to  thequeen   royalfamily at london united kingdom ,51.51330224,-0.13134784,GB,"[51.51330224, -0.13134784]",Greater London
new video out now channle is lewis merrin   queen  queenelizabeth  buckinghampalace  ,50.8563,0.572875,GB,"[50.8563, 0.572875]",East Sussex
were  hiring read about our latest  job opening here  european category manager life sciences     loughborough,52.772099,-1.206166,GB,"[52.772099, -1.206166]",Leicestershire
 careerarc  transportation  job alert  bulk multi drop driver rochester   c licence   ups    london   jobs  hiring,51.5001524,-0.12623620000000002,GB,"[51.5001524, -0.12623620000000002]",Greater London
get your urban clothing rail by life in paradigm buy online    menswear  mensgrooming  ,51.55792720000001,-0.07419529999999999,GB,"[51.55792720000001, -0.07419529999999999]",Greater London
want to work at lego group were  hiring in  london click for details    retail  lego  job  jobs,51.5001524,-0.12623620000000002,GB,"[51.5001524, -0.12623620000000002]",Greater London
see our latest  bristol  job and click to apply  oracle analytic platform principal software engineer     it  hiring,51.454513,-2.58791,GB,"[51.454513, -2.58791]",City of Bristol
thermo fisher scientific  engineering  job  electronics hardware   principal design engineer  runcorn   jobs,53.342078,-2.729673,GB,"[53.342078, -2.729673]",Borough of Halton
assistant project manager   hays   glasgow uk   businessmgmt  job  jobs  hiring  careerarc,55.8656274,-4.2572227,GB,"[55.8656274, -4.2572227]",Glasgow City
 finance  job in  manchester  senior rr accountant at tyco finance   jobs  hiring  careerarc,53.4807593,-2.2426305,GB,"[53.4807593, -2.2426305]",Greater Manchester
see our latest  ashford  job and click to apply  senior process engineer     engineering  hiring  careerarc,51.1464659,0.8750190000000001,GB,"[51.1464659, 0.8750190000000001]",Kent
im at laindon railway station ,51.56758232,0.42384418,GB,"[51.56758232, 0.42384418]",Essex
 stealing our wimmin   ,53.07415426,-2.49005607,GB,"[53.07415426, -2.49005607]",Cheshire East
arsenal playing on a thursday  hold on might be a trail run for next year      coys  thfc,51.5276056,0.004428499999999999,GB,"[51.5276056, 0.004428499999999999]",Greater London
high up the hill at guildford ,51.2167,-0.566667,GB,"[51.2167, -0.566667]",Surrey
was just handed this on oxford street  i think i have a new favourite drink  omg  so good  thanks  ,51.5144172,-0.13281821,GB,"[51.5144172, -0.13281821]",Greater London
im at hednesford salvation army    in hednesford staffordshire ,52.70879772,-2.0012689,GB,"[52.70879772, -2.0012689]",Staffordshire
need  conveyancing think  youll be impressed ,51.13030833,-1.949315,GB,"[51.13030833, -1.949315]",Wiltshire
 happy birthday amy xo,57.6760613,-4.303566,GB,"[57.6760613, -4.303566]",Highland Council
slow by rumer is  nowplaying in golden pheasant derby   download it now at ,52.88029116,-1.44522738,GB,"[52.88029116, -1.44522738]",Derby
where do i start seeing logic never,50.72000277,-1.16877611,GB,"[50.72000277, -1.16877611]",Isle of Wight
"good morning   

i literally had the biggest surge of motivation yesterday and today im ready  ",51.96359,0.14427,GB,"[51.96359, 0.14427]",Essex
wind   mph ene  barometer   mb falling slowly  temperature    c  rain today   mm  humidity  ,51.67666667,0.31083333,GB,"[51.67666667, 0.31083333]",Essex
here we are peer assessing homework we enjoy this and it helps us to think in different ways by offering our opinion ,55.85926720000001,-4.2578305,GB,"[55.85926720000001, -4.2578305]",Glasgow City
up and about early at tock how farm ,54.39015287,-2.98204743,GB,"[54.39015287, -2.98204743]",Cumbria
want to work at thermo fisher scientific were  hiring in  winsford click for details    generalscience  job  jobs,53.194262,-2.51967,GB,"[53.194262, -2.51967]",Cheshire West and Chester
join the thermo fisher scientific team see our latest  sales  job opening here    hemelhempstead  hiring  careerarc,51.753241,-0.448632,GB,"[51.753241, -0.448632]",Hertfordshire
 skilledtrade in  glasgowcity lanarkshire  fire installation engineer   fife scotland at is amp s   uk  amp  ireland ,55.864237,-4.251806,GB,"[55.864237, -4.251806]",Glasgow City
this  transportation  job might be a great fit for you  risk manager     manchester uk  hiring  careerarc,53.4807125,-2.2343765,GB,"[53.4807125, -2.2343765]",Greater Manchester
can you recommend anyone for this  job senior operations manger     runcorn  businessmgmt  hiring  careerarc,53.342078,-2.729673,GB,"[53.342078, -2.729673]",Borough of Halton
 manchester  sales  job  bid coordinator at is amp s   uk  amp  ireland   jobs  hiring  careerarc,53.4807593,-2.2426305,GB,"[53.4807593, -2.2426305]",Greater Manchester
 horsham  clerical  job  data integrity lead at thermo fisher scientific   jobs  hiring  careerarc,51.062883,-0.325858,GB,"[51.062883, -0.325858]",West Sussex
we are beautiful things wild things searching for the brilliance within us  at british museum ,51.51913712,-0.12659724,GB,"[51.51913712, -0.12659724]",Greater London
 bristol uk  transportation   pts civils team   bristol civils teamleader coss and    at resourcing solutions ,51.4553129,-2.5919023,GB,"[51.4553129, -2.5919023]",City of Bristol
